,id,date,time,timezone,user_id,username,tweet,replies,retweets,likes,location,hashtags,link,sender,test
3237,682124955551698944,2015-12-30,09:03:57,GMT,441701613,KobenhavnPoliti,"Fyrværkeri er flot. Husk sikkerhedsbriller, også hvis du bare skal kigge på. Rigtig godt nytår #politidk",0,14,14,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/682124955551698944/,Kbh,False
3238,681960486125060096,2015-12-29,22:10:24,GMT,441701613,KobenhavnPoliti,"Metroen på Kongens Nytorv har kortvarigt været evakueret pga. let røgudvikling. Der var dog tale om fyrværkeri, intet farligt. #politidk",2,6,9,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/681960486125060096/,Kbh,False
3240,681754572419915777,2015-12-29,08:32:11,GMT,441701613,KobenhavnPoliti,Vis hensyn når du skal fyre den af nytårsaften. Godt nytår til alle #politidk,2,12,32,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/681754572419915777/,Kbh,False
3241,681746526264291328,2015-12-29,08:00:12,GMT,441701613,KobenhavnPoliti,"Vær opmærksom på din taske, mobiltelefon eller andre værdigenstande, når du skal ud i nattelivet nytårsaften. Rigtig god fest #politidk",0,9,24,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/681746526264291328/,Kbh,False
3242,681745625831075844,2015-12-28,07:56:38,GMT,441701613,KobenhavnPoliti,Husk sikkerhedsbriller til nytårsaften. Både hvis du skal affyre fyrværkeri eller se på det. Rigtig godt nytår #politidk,0,10,19,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/681745625831075844/,Kbh,False
3243,681452744637546496,2015-12-28,12:32:49,GMT,441701613,KobenhavnPoliti,Øresundstunnellen er nu igen farbar i alle spor. #politidk,0,3,2,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/681452744637546496/,Kbh,False
3244,681441485691174913,2015-12-28,11:48:05,GMT,441701613,KobenhavnPoliti,Det ene spor i Øresundstunnellen mod Danmark er spærret pga vedligeholdelse/kontrol af alarmer. Forventet færdigt inden for 30 min #politidk,0,2,0,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/681441485691174913/,Kbh,False
3245,681421136094183424,2015-12-28,10:27:13,GMT,441701613,KobenhavnPoliti,"Nymfeparakit fundet ved Vinkelhuse i Kastrup. Er det dig, der mangler den så ring 114#politidk",0,11,6,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/681421136094183424/,Kbh,False
3247,681059948273504256,2015-12-27,10:31:59,GMT,441701613,KobenhavnPoliti,"Savnet person. Mand, 69 år, spinkel, lys hud, kort brunt hår. Kørestolsbruger. Forsvundet fra Strandvejen ved Tuborgvej g.d. kl.13 #politidk",0,12,5,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/681059948273504256/,Kbh,False
3248,680895617414086656,2015-12-26,23:39:00,GMT,441701613,KobenhavnPoliti,"Vand på vejbanen på Ørestads Boulevard, ved Sundby Metro. Kør pænt derude og pas på #politidk",3,7,5,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/680895617414086656/,Kbh,False
3249,680715538000117760,2015-12-26,11:43:25,GMT,441701613,KobenhavnPoliti,På Ben Websters Vej var der tale om forsøg på madlavning. Ingen brand og ingen tilskadekomne (de havde ikke nået at spise maden) #politidk,5,28,116,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/680715538000117760/,Kbh,False
3250,680713825595686912,2015-12-26,11:36:37,GMT,441701613,KobenhavnPoliti,"Røglugten på Jagtvej var rengøring af ovn. Vi fortsætter nu til Ben Websters Vej, hvor der også er melding om røg fra lejlighed. #politidk",2,8,19,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/680713825595686912/,Kbh,False
3251,680709543110782976,2015-12-26,11:19:36,GMT,441701613,KobenhavnPoliti,"Politi og brandvæsen på vej til Jagtvej, hvor der er anmeldelse om røglugt fra lejlighed. Giv plads for udrykningskøretøjerne. #politidk",0,7,6,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/680709543110782976/,Kbh,False
3252,680312614002491392,2015-12-25,09:02:21,GMT,441701613,KobenhavnPoliti,Den tidligere efterlyste 70 årige kvinde er fundet i god behold og genforenet med sin ægtefælle. Tak for jeres retweets. #politidk,2,7,26,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/680312614002491392/,Kbh,False
3253,680292347775692800,2015-12-24,07:41:49,GMT,441701613,KobenhavnPoliti,"Fra Brønshøj er i nat gået dement kvinde, 70 år, 160 cm, langt hår, iført bordeaux dynejakke, grå bukser, rødternede sko. #politidk",0,11,3,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/680292347775692800/,Kbh,False
3254,680231556112367616,2015-12-24,03:40:15,GMT,441701613,KobenhavnPoliti,Tre indbrudstyve taget på fersk gerning ved indbrud i villa. Hvorvidt de skal for en dommer vurderes i løbet af formiddagen. #politidk,1,0,34,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/680231556112367616/,Kbh,False
3256,679794197919064064,2015-12-23,22:42:21,GMT,441701613,KobenhavnPoliti,"Den 72 årige er den savnede Aksel og han er på vej hjem i en varm politibil, for han var noget forfrossen. Tak til kvinden som fandt ham.",2,0,47,,[],https://twitter.com/KobenhavnPoliti/status/679794197919064064/,Kbh,False
3257,679789109179715584,2015-12-23,22:22:08,GMT,441701613,KobenhavnPoliti,72 årig dement mand ved navn Aksel savnes fra Østerbro. Nu har en frisk kvinde fundet en mand i Valby. Vi undersøger nærmere #politidk,0,0,11,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/679789109179715584/,Kbh,False
3258,679678054227132417,2015-12-23,15:00:50,GMT,441701613,KobenhavnPoliti,I tidligere omtalt fyrværkerisag blev den 45-årige fremstillet for lukkede døre i dommervagten og fængslet i 27 dage. Politi.dk#,1,0,7,,[],https://twitter.com/KobenhavnPoliti/status/679678054227132417/,Kbh,False
3259,679634085455749120,2015-12-23,12:06:07,GMT,441701613,KobenhavnPoliti,En anholdt i fyrværkerisagen fra Fyn http://www.mynewsdesk.com/dk/koebenhavns-politi/pressreleases/en-anholdt-i-fyrvaerkerisagen-fra-fyn-1280739?utm_campaign=mm_email_notification&utm_medium=email&utm_source=sendgrid …,0,2,5,,[],https://twitter.com/KobenhavnPoliti/status/679634085455749120/,Kbh,False
3260,679416340332068864,2015-12-22,21:40:53,GMT,441701613,KobenhavnPoliti,Hjælp Politi og Brandvæsenet med at slukke jeres elektriske stearinlys når lokaler forlades. Brandvæsenet kørte forgæves til Bredgade.,0,13,23,,[],https://twitter.com/KobenhavnPoliti/status/679416340332068864/,Kbh,False
3261,679311981497593857,2015-12-22,14:46:12,GMT,441701613,KobenhavnPoliti,Større politiopbud ved Amagercenteret grundet filmoptagelser med attrapvåben. Husk omtanke ved leg og anden omgang med attrapvåben#politidk,3,11,13,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/679311981497593857/,Kbh,False
3262,679228513803706368,2015-12-22,09:14:31,GMT,441701613,KobenhavnPoliti,"Opfølgning Jernbane Allé. Ild i lejlighed. BRV arbejder. En person reddet ud, umiddelbart uskadt - tilses af læge på stedet. #politidk",0,0,6,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/679228513803706368/,Kbh,False
3263,679226323701800960,2015-12-22,09:05:49,GMT,441701613,KobenhavnPoliti,Opfølgning brand Jernbane Allé. Der spærres for trafikken i begge retninger mellem Jydeholmen og GrøndalsParkvej. #politidk,0,1,5,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/679226323701800960/,Kbh,False
3265,679208176013721600,2015-12-21,07:53:42,GMT,441701613,KobenhavnPoliti,Opfølgning færdselsuheldet ved Centrumforbindelsen . Der er nu ryddet op og alle vognbaner er farbare. #politidk,0,2,2,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/679208176013721600/,Kbh,False
3266,679206018853810176,2015-12-21,07:45:08,GMT,441701613,KobenhavnPoliti,Ambulanceeskorten er nu fremme Rigshospitalet. Tak fordi I viste hensyn. #politik,1,1,7,,['#politik'],https://twitter.com/KobenhavnPoliti/status/679206018853810176/,Kbh,False
3269,679148736396808192,2015-12-21,03:57:31,GMT,441701613,KobenhavnPoliti,Øresundsbroen er åben igen. #politi.dk,0,1,4,,['#politi'],https://twitter.com/KobenhavnPoliti/status/679148736396808192/,Kbh,False
3271,678977108702556161,2015-12-21,16:35:32,GMT,441701613,KobenhavnPoliti,Tre personer fængslet for omfattende narkokriminalitet. #politidk #anklager  http://www.mynewsdesk.com/dk/koebenhavns-politi/pressreleases/varetaegtsfaengslinger-for-omfattende-narkokriminalitet-1279328?utm_campaign=mm_email_notification&utm_medium=email&utm_source=sendgrid …,1,3,11,,"['#politidk', '#anklager']",https://twitter.com/KobenhavnPoliti/status/678977108702556161/,Kbh,False
3272,678870471589384192,2015-12-21,09:31:47,GMT,441701613,KobenhavnPoliti,Aktion mod organiserede narkotikakriminalitet  http://www.mynewsdesk.com/dk/koebenhavns-politi/pressreleases/aktion-mod-organiserede-narkotikakriminalitet-1278658?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,3,5,,[],https://twitter.com/KobenhavnPoliti/status/678870471589384192/,Kbh,False
3274,678639808898560004,2015-12-20,18:15:13,GMT,441701613,KobenhavnPoliti,"Kraftig brand på Gl. Kongevej!!! Viste sig, heldigvis, at være kulørte lamper over Det Ny Teater...#politidk",2,8,29,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/678639808898560004/,Kbh,False
3276,678501219070050304,2015-12-20,09:04:31,GMT,441701613,KobenhavnPoliti,"Løbsk svane Åboulevard/Julius Thomsens Gade. Den følges tilbage til søerne af politipatrulje. Vis hensyn, den går ikke så stærkt #politidk",6,24,159,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/678501219070050304/,Kbh,False
3278,678345562136158208,2015-12-19,22:45:59,GMT,441701613,KobenhavnPoliti,"Vi er til fods i nat med synlige patruljer i indre by. Vi gør vores til, at du får en god nat i byen, inden julefreden sænker sig #politidk",1,3,44,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/678345562136158208/,Kbh,False
3279,678179046564438016,2015-12-19,11:44:19,GMT,441701613,KobenhavnPoliti,Opfølgning Englandsvej/Tårnby Torv. Ingen personskade - kun materiel skade. Trafikken glider. #politidk,0,1,5,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/678179046564438016/,Kbh,False
3280,678175732749705216,2015-12-19,11:31:09,GMT,441701613,KobenhavnPoliti,Færdselsuheld Englandsvej/Tårnby Torv. To biler stødt sammen og lyssignal påkørt. Trafikale udfordringer. Politi på vej #politidk,0,1,3,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/678175732749705216/,Kbh,False
3281,678167315133911040,2015-12-19,10:57:42,GMT,441701613,KobenhavnPoliti,"Pas på lommetyve på Hovedbanegården. Hold øje med tasker, lommer og julepakker. Kbh. Politi ønsker jer god rejse & glædelig jul #politidk",0,14,24,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/678167315133911040/,Kbh,False
3283,678158140890828800,2015-12-19,10:21:15,GMT,441701613,KobenhavnPoliti,Båd sunket ved Støberikaj. Politi og BRV på stedet. Har været ved at synke flere dage. BRV undersøger. Opfølges asap #politidk,0,1,5,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/678158140890828800/,Kbh,False
3284,678078447604887553,2015-12-18,05:04:34,GMT,441701613,KobenhavnPoliti,"En travl nat med skuddrabet i Husum, færdselsuheld, spritbilister, gadeuorden, drukkenbolte der blev vist hjem og husspektakler #politidk",3,1,21,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/678078447604887553/,Kbh,False
3285,677987890698276864,2015-12-18,23:04:44,GMT,441701613,KobenhavnPoliti,Synlige og præventive tryghedspatruljer til fods i indre by. God fest og pas på hinanden. Vi er der hele natten #politidk,1,5,29,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/677987890698276864/,Kbh,False
3286,677826100106502145,2015-12-18,12:21:50,GMT,441701613,KobenhavnPoliti,Ulovlig fyrværkerifabrik afsløret og tre personer anholdt http://www.mynewsdesk.com/dk/koebenhavns-politi/pressreleases/ulovlig-fyrvaerkerifabrik-afsloeret-og-tre-personer-anholdt-1277737?utm_campaign=mm_email_notification&utm_medium=email&utm_source=sendgrid …,0,5,19,,[],https://twitter.com/KobenhavnPoliti/status/677826100106502145/,Kbh,False
3287,677820901182828545,2015-12-18,12:01:10,GMT,441701613,KobenhavnPoliti,"Den mand, der d. 16/12 blev efterlyst ifm drabsforsøg, har meldt sig politiet. Han blev anholdt og fremstilles i DV på Fr.berg. #politidk",0,5,9,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/677820901182828545/,Kbh,False
3288,677817363924914178,2015-12-18,11:47:07,GMT,441701613,KobenhavnPoliti,20-årig mand efterlyst i forbindelse med drabsforsøg  http://www.mynewsdesk.com/dk/koebenhavns-politi/pressreleases/20-aarig-mand-efterlyst-i-forbindelse-med-drabsforsoeg-1275534?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,1,2,,[],https://twitter.com/KobenhavnPoliti/status/677817363924914178/,Kbh,False
3289,677710524000419845,2015-12-17,04:42:34,GMT,441701613,KobenhavnPoliti,Lyskryds i udu. Der er bestilt reparatør til krydset Holmens Kanal og Niels Juels Gade. Håber vi kan få styr på lamperne til morgentrafikken,1,6,7,,[],https://twitter.com/KobenhavnPoliti/status/677710524000419845/,Kbh,False
3290,677627486981722114,2015-12-17,23:12:37,GMT,441701613,KobenhavnPoliti,G-mand = Gerningsmand #politidk,4,6,25,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/677627486981722114/,Kbh,False
3293,677410401810649088,2015-12-17,08:50:00,GMT,441701613,KobenhavnPoliti,Fortsat meget kø Øresundsmotorvejen mod vest helt fra Amagerstrandvej. Lad nu vær med at køre i nødsporet og/eller bakke i samme #politidk,0,2,2,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/677410401810649088/,Kbh,False
3295,677400227767300096,2015-12-17,08:09:34,GMT,441701613,KobenhavnPoliti,Opfølgning færdselsuheld Amagermotorvejen. Stadig delvis spærret mens de havarerede køretøjer fjernes. Forventet åbnet om 20 min #politidk,0,1,0,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/677400227767300096/,Kbh,False
3296,677381682496933888,2015-12-16,06:55:52,GMT,441701613,KobenhavnPoliti,Færdselsuheld Amagermotorvejen vest før Kalvebodbroen. Flere biler stødt sammen. Redning på vej - vis hensyn. 3. vognbane spærret. #politidk,0,2,2,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/677381682496933888/,Kbh,False
3297,677169146547806208,2015-12-16,16:51:20,GMT,441701613,KobenhavnPoliti,"Igen et tricktyveri i Valby hos ældre borger, hvor gerningsmænd foregiver at skulle se på el-tavle. Herunder stjal de kontanter. #politidk",2,5,6,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/677169146547806208/,Kbh,False
3298,676929184191651840,2015-12-15,00:57:48,GMT,441701613,KobenhavnPoliti,Afspærringen er ophævet på Christianshavn. #politidk,0,1,3,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/676929184191651840/,Kbh,False
3300,676789152881446912,2015-12-15,15:41:22,GMT,441701613,KobenhavnPoliti,"Vi har været på Hovedbanegården, hvor man mente at person ville springe ud foran toget. Personen var blot beruset, intet om selvmordsforsøg.",0,4,19,,[],https://twitter.com/KobenhavnPoliti/status/676789152881446912/,Kbh,False
3301,676423915464491008,2015-12-14,15:30:03,GMT,441701613,KobenhavnPoliti,"Efter tricktyveri Strandboulevarden søges gerningsmand, sydlandsk udseende, ca 35 år, 170 cm, krøllet hår, skæg og blå jakke. #politidk",3,10,7,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/676423915464491008/,Kbh,False
3302,676070238950178816,2015-12-13,16:04:40,GMT,441701613,KobenhavnPoliti,"En demonstration går nu fra Søndermarken mod Rådhuspladsen, hvilket kan give kø på og omkring Vesterbrogade. God søndag! #politidk",0,2,4,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/676070238950178816/,Kbh,False
3304,675932418461822976,2015-12-12,06:57:01,GMT,441701613,KobenhavnPoliti,Vi følger de sidste af nattens gæster hjem med målrettet indsats mod spiritusbilister. Kom godt hjem! #politidk,0,5,26,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/675932418461822976/,Kbh,False
3306,675613690901766144,2015-12-12,09:50:30,GMT,441701613,KobenhavnPoliti,"Weekenden er over os, men vi holder ikke fri! Der ryddes op efter fredag nat og afholdes hastighedskontrol flere steder. #politidk",2,6,19,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/675613690901766144/,Kbh,False
3307,675333095994875905,2015-12-11,15:15:31,GMT,441701613,KobenhavnPoliti,"Medicin mistet. Indtagelse kan være dødelig. Kontakt politiet hvis du finder det, tak pic.twitter.com/d3fcdSonBL",0,11,5,,[],https://twitter.com/KobenhavnPoliti/status/675333095994875905/,Kbh,False
3308,675330597426958337,2015-12-11,15:05:36,GMT,441701613,KobenhavnPoliti,6 personer varetægtsfængslet for narko og våben #anklager #politidk  http://www.mynewsdesk.com/dk/koebenhavns-politi/pressreleases/6-personer-varetaegtsfaengslet-for-narko-og-vaaben-1272609?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,3,8,,"['#anklager', '#politidk']",https://twitter.com/KobenhavnPoliti/status/675330597426958337/,Kbh,False
3309,675063444165521409,2015-12-10,21:24:01,GMT,441701613,KobenhavnPoliti,"Forurettede på 31 år ramt af to skud, tilstand kritisk. Gerningsstedet afspærret og undersøges af politiet. Vidner kontakt 1114. #politidk",3,8,8,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/675063444165521409/,Kbh,False
3311,675047375661068289,2015-12-10,20:20:10,GMT,441701613,KobenhavnPoliti,"Vi er massivt tilstede i Valby, Blankavej, hvor person er ramt af flere skud. Mere tilgår når skyderiet er nærmere undersøgt #politidk",1,19,6,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/675047375661068289/,Kbh,False
3312,674995215409786880,2015-12-10,16:52:54,GMT,441701613,KobenhavnPoliti,"Juletræssælger på Amager var udsat for tricktyveri - ikke tyveri af juletræ, men hans pengetaske som blev stjålet. 3 knægte søges.#politidk",0,5,8,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/674995215409786880/,Kbh,False
3313,674993372017336320,2015-12-10,16:45:35,GMT,441701613,KobenhavnPoliti,Brandvæsen og politi  til brand i skur på Grindsted Alle i Kastrup. Brandvæsenet har kastet sig over ilden #politidk,1,2,5,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/674993372017336320/,Kbh,False
3316,674977819643019265,2015-12-10,15:43:47,GMT,441701613,KobenhavnPoliti,"Der er stjålet en hund fra Fakta, Frederikssundsvej 324. En sort engelsk cockerspaniel med hvid blis på brystet. Kan man tage forkert hund ?",5,37,37,,[],https://twitter.com/KobenhavnPoliti/status/674977819643019265/,Kbh,False
3317,674945446159253505,2015-12-10,13:35:08,GMT,441701613,KobenhavnPoliti,Politiets bande-enhed slår til mod ny gruppering. #anklager #politidk http://www.mynewsdesk.com/dk/koebenhavns-politi/pressreleases/politiets-bandeenhed-slaar-til-mod-ny-gruppering-1271595?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,1,5,11,,"['#anklager', '#politidk']",https://twitter.com/KobenhavnPoliti/status/674945446159253505/,Kbh,False
3318,674730365118976000,2015-12-09,23:20:29,GMT,441701613,KobenhavnPoliti,Betonklods og skilt på Lyngbyvej er rejst igen og alle vognbaner farbare. Stærk borger havde taget sagen i egen hånd - tak :-) . #politidk,0,2,24,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/674730365118976000/,Kbh,False
3320,674664489644638208,2015-12-09,18:58:43,GMT,441701613,KobenhavnPoliti,Brandvæsen og politi er på vej til brand i Marstalsgade. Containere i gården står i lys lue. Kraftig røgudvikling. #politidk,1,4,4,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/674664489644638208/,Kbh,False
3321,674663128345518080,2015-12-09,18:53:19,GMT,441701613,KobenhavnPoliti,Pengefalsk. Vær Obs på falske 500 kr sedler. Forretning på Kultorvet har netop modtaget en sådan. Har du info om falskmøntneren så ring 114.,0,12,7,,[],https://twitter.com/KobenhavnPoliti/status/674663128345518080/,Kbh,False
3323,674596804856516608,2015-12-09,14:29:46,GMT,441701613,KobenhavnPoliti,Ambulance escorte på vej til Rigshospitalet. Vi har motorcykler med - giv plads - er ved Holbæk motorvejen/ring 3 som følges ind mod Riget..,1,8,9,,[],https://twitter.com/KobenhavnPoliti/status/674596804856516608/,Kbh,False
3324,674541737231151104,2015-12-09,10:50:57,GMT,441701613,KobenhavnPoliti,"Seneste #tryghedsindeks viser, at Indre Nørrebro er det SUB-område i DK, hvor borgerne er mindst utrygge. #politidk http://bit.ly/1N69nGv ",3,38,51,,"['#tryghedsindeks', '#politidk']",https://twitter.com/KobenhavnPoliti/status/674541737231151104/,Kbh,False
3325,674526727557816320,2015-12-09,09:51:18,GMT,441701613,KobenhavnPoliti,Færdselsuheld Christmas Møllers Plads - 4 biler involveret. Giver lidt kødannelse - hav tålmodighed og kør forsigtigt. #politidk,0,1,2,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/674526727557816320/,Kbh,False
3326,674474745463767040,2015-12-08,06:24:45,GMT,441701613,KobenhavnPoliti,Ved rundkørslen Vermlandsgade/Prags Boulevard var der tidligere spærret grundet nedfaldne ledninger. Ledningerne er nu fjernet. #politidk,0,2,6,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/674474745463767040/,Kbh,False
3328,674327262829899776,2015-12-08,20:38:42,GMT,441701613,KobenhavnPoliti,Vi har fundet den bortgåede kvinde. En vaks sygeplejerske på vej hjem fra arbejde fandt hende i god behold! #politidk,1,10,49,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/674327262829899776/,Kbh,False
3329,674308118227079168,2015-12-08,19:22:38,GMT,441701613,KobenhavnPoliti,"Vi søger en dement kvinde, gået fra Rigshospitalet: 79 år, 157 cm, alm. bygning, iført blå jakke og jeans. Ring 114 ved kontakt! #politidk",0,23,4,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/674308118227079168/,Kbh,False
3330,674198622796447744,2015-12-08,12:07:32,GMT,441701613,KobenhavnPoliti,Fængslet for blufærdighedskrænkelse og voldtægtsforsøg  http://www.mynewsdesk.com/dk/koebenhavns-politi/pressreleases/faengslet-for-blufaerdighedskraenkelse-og-voldtaegtsforsoeg-1269520?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,3,2,,[],https://twitter.com/KobenhavnPoliti/status/674198622796447744/,Kbh,False
3331,674183756287221760,2015-12-08,11:08:27,GMT,441701613,KobenhavnPoliti,Københavns Politi efterlyser gerningsmand til røveri  http://www.mynewsdesk.com/dk/koebenhavns-politi/pressreleases/koebenhavns-politi-efterlyser-gerningsmand-til-roeveri-1269444?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,1,3,1,,[],https://twitter.com/KobenhavnPoliti/status/674183756287221760/,Kbh,False
3332,674154065975238656,2015-12-08,09:10:29,GMT,441701613,KobenhavnPoliti,Københavns Politi søger fortsat vidner i sagen vedrørende 3-dobbelt drab på Frederiksberg http://www.mynewsdesk.com/dk/koebenhavns-politi/pressreleases/koebenhavns-politi-soeger-fortsat-vidner-i-sagen-vedroerende-3-dobbelt-drab-paa-frederiksberg-1269144?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,4,2,,[],https://twitter.com/KobenhavnPoliti/status/674154065975238656/,Kbh,False
3334,674004460725776385,2015-12-07,23:16:00,GMT,441701613,KobenhavnPoliti,Ilden slukket på Kalvebodbroen og der åbnes for trafikken. Formentlig påsat brand. Ikke yderligere oplysninger. #politidk,0,4,3,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/674004460725776385/,Kbh,False
3336,673997197566963712,2015-12-07,22:47:08,GMT,441701613,KobenhavnPoliti,Bil brænder på Kalvebodbroen. Brandvæsen og politi på vej. Gør plads for udrykningskøretøjerne og vis hensyn. Opfølges... #politidk,0,3,7,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/673997197566963712/,Kbh,False
3337,673881670001541120,2015-12-07,15:08:04,GMT,441701613,KobenhavnPoliti,"Den 6-årige dreng fra Sundbyøster Skole er fundet i god behold. Tak til alle, som ledte. #politidk",1,14,62,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/673881670001541120/,Kbh,False
3338,673872989973299200,2015-12-07,14:33:35,GMT,441701613,KobenhavnPoliti,"2/2: Han er også iført sorte støvler og en rød Lego skoletaske. Ring venligst 114, hvis I ser ham. #politidk",0,15,1,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/673872989973299200/,Kbh,False
3339,673872702839644160,2015-12-07,14:32:26,GMT,441701613,KobenhavnPoliti,"1/2: Vi søger en 6-årig dreng, som sidst er set Sundbyøster Skole. Han er 130 cm høj, har lyst hår og er iført sort flyverdragt. #politidk",0,33,3,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/673872702839644160/,Kbh,False
3340,673842873503227904,2015-12-07,12:33:55,GMT,441701613,KobenhavnPoliti,"#2 mand, brun hud, 186 cm, alm bygning, kort sort hår, brune øjne, iført sort Hugo Boss jakke, sorte sejler sko. Ring 114 hvis du har info",1,5,9,,['#2'],https://twitter.com/KobenhavnPoliti/status/673842873503227904/,Kbh,False
3342,673811537417646080,2015-12-07,10:29:23,GMT,441701613,KobenhavnPoliti,Politiet og christianitter vil den organiserede kriminalitet til livs #politidk http://www.mynewsdesk.com/dk/koebenhavns-politi/pressreleases/politiet-og-christianitter-vil-den-organiserede-kriminalitet-til-livs-1268417?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,1,4,11,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/673811537417646080/,Kbh,False
3343,673580646720237568,2015-12-06,19:11:55,GMT,441701613,KobenhavnPoliti,Røg fra lejlighed på Frederikssundsvej. Igen ild i en gryde - bredt sig til emhætte. BRV slukker og lufter ud. #politidk,0,2,11,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/673580646720237568/,Kbh,False
3345,673516860499996673,2015-12-06,14:58:27,GMT,441701613,KobenhavnPoliti,Brandvæsen og politi på vej Guldbergs Plads hvor der er melding om ild i lejlighed. Opfølges når vi kommer frem.. #politidk,0,1,1,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/673516860499996673/,Kbh,False
3346,673281312602636288,2015-12-05,23:22:28,GMT,441701613,KobenhavnPoliti,@KobenhavnPoliti den 15-årige pige vi tidligere har efterlyst er fundet i god behold og kørt hjem.,0,5,49,,[],https://twitter.com/KobenhavnPoliti/status/673281312602636288/,Kbh,False
3347,673164064512675841,2015-12-05,15:36:34,GMT,441701613,KobenhavnPoliti,4 årige Mark er fundet. Politipatrulje på Strøget mødte Mark - nu genforenet med familien. Tak for jeres opmærksom. God lørdag #politidk,0,20,93,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/673164064512675841/,Kbh,False
3348,673160460896772099,2015-12-05,15:22:15,GMT,441701613,KobenhavnPoliti,"Forsvundet på Amagertorv/Strøget: Mark på 4 år, 110 cm, mellemblond kort hår, grå jakke/grå bukser, stribede vanter. Ring 114 #politidk",0,44,13,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/673160460896772099/,Kbh,False
3349,673149275984044032,2015-12-05,14:37:48,GMT,441701613,KobenhavnPoliti,Opfølgning juletræet ved Frb. Rådhus. Dygtige folk arbejder på at redde træet og sikre julestemningen på Frederiksberg. #politidk,0,2,40,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/673149275984044032/,Kbh,False
